Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.223-192.168.1.233-22-38662-6,192.168.1.233,38662,192.168.1.223,22,6,01/08/2025 01:13:58 PM,196447,35,1,84648.0,9.0,2896.0,1448.0,2418.514285714285,679.5036844218412,9.0,9.0,9.0,0.0,430940.66083981935,183.25553457166563,5612.771428571428,14646.15524551171,52610.0,7.0,196263.0,5772.441176470587,14835.458126723564,52610.0,7.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1120,32,178.16510305578603,5.090431515879601,9.0,2896.0,2288.270270270269,860.9188776033509,741181.3138138135,0,0,0,1,1,0,0,0,0.0,2351.833333333333,2418.514285714285,9.0,0,0,0,0,0,0,35,84648,1,9,-1,502,35,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-38758-6,192.168.1.233,38758,192.168.1.223,22,6,01/08/2025 01:13:59 PM,159073,21,1,47784.0,9.0,2896.0,1448.0,2275.428571428571,734.2700165081352,9.0,9.0,9.0,0.0,300446.964601158,138.30128305872148,7574.904761904762,23936.819308138583,93206.0,5.0,158795.0,7939.749999999998,24498.67806503466,93206.0,5.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,672,32,132.01486110150685,6.286421957214612,9.0,2896.0,2078.3478260869565,957.3426103113694,916504.8735177866,0,0,0,1,1,0,0,0,0.0,2172.818181818182,2275.428571428572,9.0,0,0,0,0,0,0,21,47784,1,9,-1,502,21,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-38800-6,192.168.1.233,38800,192.168.1.223,22,6,01/08/2025 01:13:59 PM,177467,34,1,81960.0,9.0,2896.0,1448.0,2410.588235294118,682.7813935459496,9.0,9.0,9.0,0.0,461883.0543143232,197.21976480134333,5219.617647058824,13194.406691484282,53856.0,6.0,177179.0,5369.060606060605,13369.730613730111,53856.0,6.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1088,32,191.58491437844785,5.634850422895524,9.0,2896.0,2277.1666666666665,866.4985203185781,750819.6857142854,0,0,0,1,1,0,0,0,0.0,2342.228571428572,2410.5882352941176,9.0,0,0,0,0,0,0,34,81960,1,9,-1,502,34,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-38812-6,192.168.1.233,38812,192.168.1.223,22,6,01/08/2025 01:13:59 PM,134009,33,1,82536.0,9.0,2896.0,1448.0,2501.090909090909,654.8826404229026,9.0,9.0,9.0,0.0,615966.0918296532,253.71430277070945,4060.878787878789,12469.609152750078,49320.0,3.0,133725.0,4178.90625,12650.393706379708,49320.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1056,32,246.2521173951004,7.462185375609102,9.0,2896.0,2358.685714285714,864.9233482334301,748092.3983193275,0,0,0,1,1,0,0,0,0.0,2428.058823529412,2501.090909090909,9.0,0,0,0,0,0,0,33,82536,1,9,-1,502,33,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-46482-6,192.168.1.233,46482,192.168.1.223,22,6,01/08/2025 01:14:49 PM,148864,19,1,41992.0,9.0,2896.0,1448.0,2210.1052631578946,742.8083269096516,9.0,9.0,9.0,0.0,282143.43293207226,134.35081685296646,7834.947368421054,33515.02198595875,146234.0,13.0,148665.0,8259.166666666664,34434.143083744144,146234.0,13.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,608,32,127.63327601031814,6.717540842648323,9.0,2896.0,2000.4761904761904,966.9191599636248,934932.661904762,0,0,0,1,1,0,0,0,0.0,2100.5,2210.1052631578946,9.0,0,0,0,0,0,0,19,41992,1,9,-1,502,19,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-46470-6,192.168.1.233,46470,192.168.1.223,22,6,01/08/2025 01:14:48 PM,342533,31,1,76312.0,9.0,2896.0,1448.0,2461.6774193548385,663.5571006375047,9.0,9.0,9.0,0.0,222813.5683277232,93.42165572368212,11049.451612903227,31454.152090345407,152319.0,9.0,342240.0,11408.0,31927.37046096537,152319.0,9.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,992,32,90.50222898231704,2.919426741365066,9.0,2896.0,2313.0303030303025,875.2022439430957,765978.96780303,0,0,0,1,1,0,0,0,0.0,2385.3125,2461.6774193548385,9.0,0,0,0,0,0,0,31,76312,1,9,-1,502,31,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-42808-6,192.168.1.233,42808,192.168.1.223,22,6,01/08/2025 01:15:04 PM,262798,19,1,41992.0,9.0,2896.0,1448.0,2210.1052631578946,742.8083269096516,9.0,9.0,9.0,0.0,159822.3730774207,76.10407993972558,13831.473684210529,57087.270569199005,249500.0,9.0,262482.0,14582.333333333332,58645.69591849607,249500.0,9.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,608,32,72.2988759427393,3.805203996986279,9.0,2896.0,2000.4761904761904,966.9191599636248,934932.661904762,0,0,0,1,1,0,0,0,0.0,2100.5,2210.1052631578946,9.0,0,0,0,0,0,0,19,41992,1,9,-1,502,19,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-42792-6,192.168.1.233,42792,192.168.1.223,22,6,01/08/2025 01:15:04 PM,261176,19,1,41992.0,9.0,2896.0,1448.0,2210.1052631578946,742.8083269096516,9.0,9.0,9.0,0.0,160814.92939626917,76.57671455263883,13746.105263157897,53994.45054807303,236107.0,22.0,260869.0,14492.722222222224,55458.81832262414,236107.0,22.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,608,32,72.7478788250069,3.8288357276319416,9.0,2896.0,2000.4761904761904,966.9191599636248,934932.661904762,0,0,0,1,1,0,0,0,0.0,2100.5,2210.1052631578946,9.0,0,0,0,0,0,0,19,41992,1,9,-1,502,19,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-42818-6,192.168.1.233,42818,192.168.1.223,22,6,01/08/2025 01:15:04 PM,225084,19,1,41992.0,9.0,2896.0,1448.0,2210.1052631578946,742.8083269096516,9.0,9.0,9.0,0.0,186601.44657105792,88.85571608821596,11846.526315789471,44370.83815521735,192996.0,8.0,224787.0,12488.166666666666,45566.42263159547,192996.0,8.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,608,32,84.41293028380515,4.442785804410797,9.0,2896.0,2000.4761904761904,966.9191599636248,934932.661904762,0,0,0,1,1,0,0,0,0.0,2100.5,2210.1052631578946,9.0,0,0,0,0,0,0,19,41992,1,9,-1,502,19,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-42854-6,192.168.1.233,42854,192.168.1.223,22,6,01/08/2025 01:15:05 PM,291448,19,1,41992.0,9.0,2896.0,1448.0,2210.1052631578946,742.8083269096516,9.0,9.0,9.0,0.0,144111.47099997255,68.62287612198404,15339.36842105263,46697.986373683445,198684.0,9.0,291015.0,16167.499999999998,47908.05563509434,198684.0,9.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,608,32,65.19173231588482,3.431143806099201,9.0,2896.0,2000.4761904761904,966.9191599636248,934932.661904762,0,0,0,1,1,0,0,0,0.0,2100.5,2210.1052631578946,9.0,0,0,0,0,0,0,19,41992,1,9,-1,502,19,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-42890-6,192.168.1.233,42890,192.168.1.223,22,6,01/08/2025 01:15:05 PM,235114,19,1,41992.0,9.0,2896.0,1448.0,2210.1052631578946,742.8083269096516,9.0,9.0,9.0,0.0,178640.99968525907,85.06511734732939,12374.421052631584,52264.26787364788,228164.0,9.0,234799.0,13044.388888888889,53695.468904181005,228164.0,9.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,608,32,80.81186147996291,4.2532558673664695,9.0,2896.0,2000.4761904761904,966.9191599636248,934932.661904762,0,0,0,1,1,0,0,0,0.0,2100.5,2210.1052631578946,9.0,0,0,0,0,0,0,19,41992,1,9,-1,502,19,0,0,0,0,0,0,0,0,0,DDoS
